descripcion,decision,equipo,estadio,arbitro
Minuto 60: Alan Velasco protagoniza una jugada polémica en Monumental entre Liverpool.,Penal,Boca Juniors,Bombonera,Michael Oliver
Minuto 14: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Liverpool.,No penal,Boca Juniors,Old Trafford,Fernando Rapallini
Minuto 66: Edinson Cavani protagoniza una jugada polémica en Etihad entre Boca Juniors.,Amarilla,Boca Juniors,Libertadores de América,Wilton Sampaio
Minuto 42: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Independiente.,No penal,Manchester United,Bombonera,Fernando Rapallini
Minuto 19: Alan Velasco protagoniza una jugada polémica en Monumental entre Boca Juniors.,Offside,Manchester City,Etihad,Wilton Sampaio
Minuto 39: Julián Álvarez protagoniza una jugada polémica en Anfield entre River Plate.,Offside,Independiente,Etihad,Wilton Sampaio
Minuto 90: Julián Álvarez protagoniza una jugada polémica en Etihad entre Liverpool.,Penal,Boca Juniors,Monumental,Michael Oliver
Minuto 2: Alan Velasco protagoniza una jugada polémica en Etihad entre Independiente.,Roja,Liverpool,Libertadores de América,Anthony Taylor
Minuto 59: Bruno Fernandes protagoniza una jugada polémica en Etihad entre River Plate.,Roja,Independiente,Old Trafford,Facundo Tello
Minuto 80: Edinson Cavani protagoniza una jugada polémica en Etihad entre Boca Juniors.,Roja,Manchester United,Bombonera,Darío Herrera
Minuto 62: Julián Álvarez protagoniza una jugada polémica en Etihad entre Boca Juniors.,Amarilla,Manchester United,Old Trafford,Fernando Rapallini
Minuto 59: Enzo Pérez protagoniza una jugada polémica en Bombonera entre Manchester City.,No penal,Manchester United,Old Trafford,Michael Oliver
Minuto 74: Edinson Cavani protagoniza una jugada polémica en Anfield entre Independiente.,Penal,Independiente,Old Trafford,Anthony Taylor
Minuto 19: Edinson Cavani protagoniza una jugada polémica en Monumental entre River Plate.,Gol válido,River Plate,Libertadores de América,Darío Herrera
Minuto 55: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Roja,Manchester United,Monumental,Michael Oliver
Minuto 28: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Manchester United.,Offside,Liverpool,Monumental,Darío Herrera
Minuto 1: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester United.,Roja,River Plate,Monumental,Wilton Sampaio
Minuto 83: Erling Haaland protagoniza una jugada polémica en Etihad entre Boca Juniors.,No penal,River Plate,Monumental,Anthony Taylor
Minuto 61: Edinson Cavani protagoniza una jugada polémica en Anfield entre Boca Juniors.,Offside,Liverpool,Libertadores de América,Fernando Rapallini
Minuto 50: Erling Haaland protagoniza una jugada polémica en Bombonera entre Independiente.,Gol anulado,River Plate,Libertadores de América,Anthony Taylor
Minuto 29: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Penal,River Plate,Bombonera,Anthony Taylor
Minuto 13: Edinson Cavani protagoniza una jugada polémica en Etihad entre Boca Juniors.,Amarilla,River Plate,Monumental,Fernando Rapallini
Minuto 34: Edinson Cavani protagoniza una jugada polémica en Anfield entre Manchester City.,Roja,Liverpool,Anfield,Fernando Rapallini
Minuto 48: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Manchester United.,Gol anulado,Liverpool,Etihad,Facundo Tello
Minuto 61: Edinson Cavani protagoniza una jugada polémica en Etihad entre Independiente.,Gol anulado,Manchester City,Old Trafford,Fernando Rapallini
Minuto 90: Enzo Pérez protagoniza una jugada polémica en Monumental entre Boca Juniors.,Penal,Manchester United,Libertadores de América,Wilton Sampaio
Minuto 6: Bruno Fernandes protagoniza una jugada polémica en Etihad entre River Plate.,Roja,Manchester City,Libertadores de América,Anthony Taylor
Minuto 59: Alan Velasco protagoniza una jugada polémica en Etihad entre Independiente.,No penal,Independiente,Bombonera,Wilton Sampaio
Minuto 81: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Boca Juniors.,Roja,Independiente,Libertadores de América,Anthony Taylor
Minuto 3: Erling Haaland protagoniza una jugada polémica en Etihad entre Manchester City.,Penal,Manchester United,Anfield,Michael Oliver
Minuto 28: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Gol anulado,Liverpool,Anfield,Fernando Rapallini
Minuto 64: Edinson Cavani protagoniza una jugada polémica en Monumental entre River Plate.,Roja,Independiente,Old Trafford,Facundo Tello
Minuto 12: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Offside,Liverpool,Anfield,Anthony Taylor
Minuto 48: Julián Álvarez protagoniza una jugada polémica en Anfield entre Independiente.,Gol anulado,Independiente,Old Trafford,Anthony Taylor
Minuto 74: Erling Haaland protagoniza una jugada polémica en Monumental entre Liverpool.,Gol anulado,Manchester United,Monumental,Fernando Rapallini
Minuto 34: Erling Haaland protagoniza una jugada polémica en Monumental entre Manchester United.,Offside,Independiente,Bombonera,Wilton Sampaio
Minuto 11: Erling Haaland protagoniza una jugada polémica en Anfield entre Manchester City.,Gol anulado,Boca Juniors,Etihad,Michael Oliver
Minuto 85: Edinson Cavani protagoniza una jugada polémica en Anfield entre Boca Juniors.,No penal,Liverpool,Etihad,Anthony Taylor
Minuto 12: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Manchester City.,Amarilla,Boca Juniors,Bombonera,Fernando Rapallini
Minuto 45: Edinson Cavani protagoniza una jugada polémica en Monumental entre Independiente.,Amarilla,Manchester City,Anfield,Fernando Rapallini
Minuto 44: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Penal,Manchester United,Old Trafford,Facundo Tello
Minuto 82: Edinson Cavani protagoniza una jugada polémica en Etihad entre Boca Juniors.,Gol anulado,Manchester United,Bombonera,Michael Oliver
Minuto 87: Enzo Pérez protagoniza una jugada polémica en Monumental entre Manchester United.,Gol anulado,Liverpool,Old Trafford,Michael Oliver
Minuto 89: Alan Velasco protagoniza una jugada polémica en Monumental entre Independiente.,Roja,Independiente,Etihad,Wilton Sampaio
Minuto 53: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Liverpool.,Offside,Independiente,Libertadores de América,Darío Herrera
Minuto 69: Alan Velasco protagoniza una jugada polémica en Etihad entre Manchester City.,Gol anulado,Boca Juniors,Etihad,Michael Oliver
Minuto 72: Enzo Pérez protagoniza una jugada polémica en Monumental entre Boca Juniors.,Roja,River Plate,Bombonera,Wilton Sampaio
Minuto 48: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Manchester United.,Offside,Boca Juniors,Etihad,Fernando Rapallini
Minuto 31: Alan Velasco protagoniza una jugada polémica en Anfield entre Boca Juniors.,No penal,Manchester City,Libertadores de América,Wilton Sampaio
Minuto 73: Edinson Cavani protagoniza una jugada polémica en Monumental entre Liverpool.,Amarilla,Manchester United,Old Trafford,Fernando Rapallini
Minuto 53: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Gol válido,River Plate,Monumental,Michael Oliver
Minuto 80: Alan Velasco protagoniza una jugada polémica en Etihad entre Manchester City.,No penal,Boca Juniors,Anfield,Darío Herrera
Minuto 41: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Independiente.,Offside,Independiente,Old Trafford,Fernando Rapallini
Minuto 52: Alan Velasco protagoniza una jugada polémica en Monumental entre Boca Juniors.,Penal,Boca Juniors,Libertadores de América,Facundo Tello
Minuto 42: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Manchester United.,Offside,Manchester United,Bombonera,Anthony Taylor
Minuto 45: Enzo Pérez protagoniza una jugada polémica en Anfield entre River Plate.,Amarilla,Liverpool,Libertadores de América,Michael Oliver
Minuto 64: Erling Haaland protagoniza una jugada polémica en Monumental entre Liverpool.,Penal,Independiente,Etihad,Darío Herrera
Minuto 24: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Liverpool.,Penal,River Plate,Old Trafford,Michael Oliver
Minuto 40: Enzo Pérez protagoniza una jugada polémica en Etihad entre Manchester City.,Roja,Independiente,Bombonera,Anthony Taylor
Minuto 90: Alan Velasco protagoniza una jugada polémica en Etihad entre Liverpool.,Amarilla,Manchester City,Etihad,Facundo Tello
Minuto 87: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Gol válido,Liverpool,Old Trafford,Michael Oliver
Minuto 47: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Liverpool.,Gol anulado,Liverpool,Anfield,Wilton Sampaio
Minuto 80: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester City.,No penal,Independiente,Anfield,Facundo Tello
Minuto 70: Enzo Pérez protagoniza una jugada polémica en Bombonera entre Liverpool.,Penal,Manchester United,Etihad,Anthony Taylor
Minuto 32: Julián Álvarez protagoniza una jugada polémica en Etihad entre Independiente.,Penal,Manchester City,Monumental,Michael Oliver
Minuto 78: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Liverpool.,Offside,Manchester United,Anfield,Darío Herrera
Minuto 27: Erling Haaland protagoniza una jugada polémica en Etihad entre River Plate.,No penal,River Plate,Bombonera,Anthony Taylor
Minuto 44: Alan Velasco protagoniza una jugada polémica en Monumental entre Independiente.,Amarilla,Independiente,Monumental,Facundo Tello
Minuto 7: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester City.,Gol válido,River Plate,Bombonera,Wilton Sampaio
Minuto 88: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester City.,Offside,River Plate,Libertadores de América,Darío Herrera
Minuto 59: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Offside,Manchester United,Old Trafford,Darío Herrera
Minuto 55: Julián Álvarez protagoniza una jugada polémica en Anfield entre Boca Juniors.,No penal,Liverpool,Etihad,Wilton Sampaio
Minuto 90: Alan Velasco protagoniza una jugada polémica en Monumental entre Boca Juniors.,Roja,Manchester City,Libertadores de América,Anthony Taylor
Minuto 77: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Liverpool.,Roja,Manchester United,Anfield,Anthony Taylor
Minuto 71: Erling Haaland protagoniza una jugada polémica en Monumental entre Independiente.,Gol anulado,Liverpool,Anfield,Michael Oliver
Minuto 61: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester City.,Amarilla,Manchester United,Monumental,Michael Oliver
Minuto 34: Bruno Fernandes protagoniza una jugada polémica en Etihad entre River Plate.,Offside,River Plate,Monumental,Wilton Sampaio
Minuto 51: Alan Velasco protagoniza una jugada polémica en Bombonera entre Independiente.,Roja,Manchester United,Old Trafford,Darío Herrera
Minuto 29: Julián Álvarez protagoniza una jugada polémica en Etihad entre Liverpool.,Amarilla,Manchester City,Monumental,Anthony Taylor
Minuto 51: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Offside,Manchester City,Anfield,Anthony Taylor
Minuto 57: Erling Haaland protagoniza una jugada polémica en Bombonera entre Manchester United.,No penal,Manchester City,Etihad,Wilton Sampaio
Minuto 76: Alan Velasco protagoniza una jugada polémica en Etihad entre Manchester City.,Amarilla,Boca Juniors,Bombonera,Fernando Rapallini
Minuto 4: Erling Haaland protagoniza una jugada polémica en Etihad entre River Plate.,Offside,Manchester City,Old Trafford,Fernando Rapallini
Minuto 43: Julián Álvarez protagoniza una jugada polémica en Etihad entre River Plate.,Gol anulado,Liverpool,Etihad,Darío Herrera
Minuto 68: Erling Haaland protagoniza una jugada polémica en Anfield entre Boca Juniors.,No penal,River Plate,Anfield,Anthony Taylor
Minuto 30: Enzo Pérez protagoniza una jugada polémica en Anfield entre Independiente.,No penal,Independiente,Anfield,Anthony Taylor
Minuto 44: Erling Haaland protagoniza una jugada polémica en Etihad entre Manchester United.,Amarilla,River Plate,Etihad,Darío Herrera
Minuto 42: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Liverpool.,Penal,Manchester City,Monumental,Anthony Taylor
Minuto 52: Julián Álvarez protagoniza una jugada polémica en Etihad entre River Plate.,No penal,Manchester United,Old Trafford,Anthony Taylor
Minuto 42: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Manchester City.,Penal,River Plate,Anfield,Fernando Rapallini
Minuto 4: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Gol anulado,Manchester City,Libertadores de América,Wilton Sampaio
Minuto 82: Bruno Fernandes protagoniza una jugada polémica en Etihad entre River Plate.,No penal,Liverpool,Bombonera,Facundo Tello
Minuto 83: Enzo Pérez protagoniza una jugada polémica en Monumental entre Liverpool.,Offside,River Plate,Monumental,Facundo Tello
Minuto 69: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Liverpool.,Penal,Independiente,Anfield,Anthony Taylor
Minuto 59: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Manchester United.,Roja,River Plate,Monumental,Fernando Rapallini
Minuto 65: Enzo Pérez protagoniza una jugada polémica en Bombonera entre Manchester City.,Offside,Boca Juniors,Libertadores de América,Facundo Tello
Minuto 72: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Independiente.,Offside,Manchester United,Monumental,Fernando Rapallini
Minuto 74: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Manchester City.,Roja,River Plate,Bombonera,Facundo Tello
Minuto 19: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Independiente.,No penal,Boca Juniors,Old Trafford,Anthony Taylor
Minuto 15: Alan Velasco protagoniza una jugada polémica en Etihad entre Manchester City.,Gol válido,Liverpool,Old Trafford,Michael Oliver
Minuto 57: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,No penal,Liverpool,Bombonera,Anthony Taylor
Minuto 89: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Manchester United.,Amarilla,Boca Juniors,Libertadores de América,Anthony Taylor
Minuto 33: Alan Velasco protagoniza una jugada polémica en Etihad entre Independiente.,Penal,Manchester United,Old Trafford,Wilton Sampaio
Minuto 10: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Penal,Manchester City,Etihad,Michael Oliver
Minuto 13: Julián Álvarez protagoniza una jugada polémica en Monumental entre River Plate.,Gol anulado,Manchester City,Monumental,Michael Oliver
Minuto 12: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Liverpool.,Penal,Boca Juniors,Anfield,Michael Oliver
Minuto 78: Edinson Cavani protagoniza una jugada polémica en Bombonera entre River Plate.,Roja,Liverpool,Anfield,Facundo Tello
Minuto 16: Edinson Cavani protagoniza una jugada polémica en Etihad entre Boca Juniors.,Penal,Manchester United,Libertadores de América,Wilton Sampaio
Minuto 59: Erling Haaland protagoniza una jugada polémica en Anfield entre Manchester United.,Amarilla,Boca Juniors,Old Trafford,Darío Herrera
Minuto 29: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Manchester United.,No penal,Boca Juniors,Bombonera,Michael Oliver
Minuto 55: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Penal,Liverpool,Monumental,Michael Oliver
Minuto 19: Erling Haaland protagoniza una jugada polémica en Anfield entre Manchester City.,Roja,Manchester United,Old Trafford,Fernando Rapallini
Minuto 54: Edinson Cavani protagoniza una jugada polémica en Anfield entre Manchester United.,No penal,Independiente,Libertadores de América,Anthony Taylor
Minuto 39: Edinson Cavani protagoniza una jugada polémica en Monumental entre Liverpool.,Gol anulado,River Plate,Anfield,Facundo Tello
Minuto 28: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre River Plate.,Gol anulado,Manchester United,Anfield,Michael Oliver
Minuto 76: Enzo Pérez protagoniza una jugada polémica en Monumental entre Liverpool.,Gol válido,Boca Juniors,Libertadores de América,Darío Herrera
Minuto 57: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Roja,Manchester City,Old Trafford,Darío Herrera
Minuto 40: Erling Haaland protagoniza una jugada polémica en Bombonera entre Liverpool.,No penal,Boca Juniors,Bombonera,Anthony Taylor
Minuto 19: Julián Álvarez protagoniza una jugada polémica en Anfield entre Manchester City.,No penal,Manchester City,Monumental,Michael Oliver
Minuto 81: Erling Haaland protagoniza una jugada polémica en Bombonera entre Liverpool.,Gol válido,Independiente,Anfield,Michael Oliver
Minuto 12: Enzo Pérez protagoniza una jugada polémica en Monumental entre River Plate.,No penal,Boca Juniors,Anfield,Wilton Sampaio
Minuto 13: Enzo Pérez protagoniza una jugada polémica en Bombonera entre Liverpool.,Gol válido,Independiente,Anfield,Facundo Tello
Minuto 43: Erling Haaland protagoniza una jugada polémica en Etihad entre Liverpool.,Penal,Independiente,Libertadores de América,Facundo Tello
Minuto 61: Enzo Pérez protagoniza una jugada polémica en Anfield entre River Plate.,No penal,Liverpool,Old Trafford,Anthony Taylor
Minuto 67: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,No penal,Manchester City,Libertadores de América,Fernando Rapallini
Minuto 78: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Independiente.,Gol anulado,Manchester United,Anfield,Darío Herrera
Minuto 63: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Independiente.,Roja,Independiente,Anfield,Fernando Rapallini
Minuto 26: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Gol válido,Manchester City,Etihad,Anthony Taylor
Minuto 46: Julián Álvarez protagoniza una jugada polémica en Monumental entre Manchester City.,Offside,Manchester United,Libertadores de América,Darío Herrera
Minuto 12: Alan Velasco protagoniza una jugada polémica en Etihad entre Boca Juniors.,Roja,River Plate,Libertadores de América,Darío Herrera
Minuto 44: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Liverpool.,No penal,Boca Juniors,Etihad,Anthony Taylor
Minuto 29: Enzo Pérez protagoniza una jugada polémica en Etihad entre Boca Juniors.,Penal,Manchester City,Old Trafford,Facundo Tello
Minuto 5: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,No penal,Liverpool,Bombonera,Michael Oliver
Minuto 82: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Manchester City.,Roja,Manchester United,Anfield,Darío Herrera
Minuto 50: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Amarilla,Independiente,Etihad,Fernando Rapallini
Minuto 40: Edinson Cavani protagoniza una jugada polémica en Anfield entre Manchester City.,Offside,Manchester United,Libertadores de América,Darío Herrera
Minuto 44: Julián Álvarez protagoniza una jugada polémica en Monumental entre Liverpool.,No penal,Manchester City,Anfield,Wilton Sampaio
Minuto 39: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Independiente.,Offside,Independiente,Libertadores de América,Facundo Tello
Minuto 80: Enzo Pérez protagoniza una jugada polémica en Etihad entre Manchester City.,Amarilla,River Plate,Etihad,Wilton Sampaio
Minuto 76: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Independiente.,Gol anulado,Manchester City,Etihad,Anthony Taylor
Minuto 30: Erling Haaland protagoniza una jugada polémica en Monumental entre River Plate.,No penal,Manchester City,Bombonera,Michael Oliver
Minuto 25: Edinson Cavani protagoniza una jugada polémica en Anfield entre Boca Juniors.,Roja,Manchester United,Bombonera,Facundo Tello
Minuto 32: Erling Haaland protagoniza una jugada polémica en Bombonera entre Manchester City.,Gol válido,Independiente,Etihad,Fernando Rapallini
Minuto 9: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Independiente.,Offside,Manchester City,Old Trafford,Michael Oliver
Minuto 46: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Gol anulado,Boca Juniors,Libertadores de América,Darío Herrera
Minuto 46: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Offside,Manchester United,Anfield,Anthony Taylor
Minuto 29: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Manchester City.,No penal,Boca Juniors,Etihad,Wilton Sampaio
Minuto 59: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Offside,Manchester City,Libertadores de América,Fernando Rapallini
Minuto 89: Julián Álvarez protagoniza una jugada polémica en Monumental entre Independiente.,Offside,Liverpool,Bombonera,Darío Herrera
Minuto 6: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Liverpool.,No penal,Independiente,Bombonera,Wilton Sampaio
Minuto 56: Bruno Fernandes protagoniza una jugada polémica en Anfield entre River Plate.,Offside,River Plate,Libertadores de América,Fernando Rapallini
Minuto 87: Erling Haaland protagoniza una jugada polémica en Anfield entre River Plate.,Gol anulado,Manchester City,Libertadores de América,Wilton Sampaio
Minuto 4: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Manchester United.,Penal,Independiente,Libertadores de América,Anthony Taylor
Minuto 8: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Independiente.,Gol anulado,Boca Juniors,Bombonera,Darío Herrera
Minuto 6: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre River Plate.,Gol válido,Manchester City,Anfield,Fernando Rapallini
Minuto 13: Enzo Pérez protagoniza una jugada polémica en Anfield entre River Plate.,Offside,Manchester United,Etihad,Fernando Rapallini
Minuto 16: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Gol válido,Boca Juniors,Libertadores de América,Darío Herrera
Minuto 89: Alan Velasco protagoniza una jugada polémica en Anfield entre Manchester United.,No penal,Manchester City,Anfield,Facundo Tello
Minuto 6: Alan Velasco protagoniza una jugada polémica en Bombonera entre Independiente.,No penal,Manchester City,Monumental,Facundo Tello
Minuto 79: Bruno Fernandes protagoniza una jugada polémica en Anfield entre River Plate.,Penal,Independiente,Libertadores de América,Anthony Taylor
Minuto 55: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Offside,Manchester City,Anfield,Facundo Tello
Minuto 84: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Offside,Boca Juniors,Libertadores de América,Anthony Taylor
Minuto 68: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Independiente.,Roja,Boca Juniors,Bombonera,Darío Herrera
Minuto 15: Enzo Pérez protagoniza una jugada polémica en Monumental entre Manchester United.,Gol anulado,Manchester City,Monumental,Fernando Rapallini
Minuto 85: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Independiente.,Penal,River Plate,Anfield,Anthony Taylor
Minuto 15: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Independiente.,Roja,Liverpool,Monumental,Fernando Rapallini
Minuto 86: Erling Haaland protagoniza una jugada polémica en Anfield entre Manchester City.,Penal,River Plate,Monumental,Facundo Tello
Minuto 11: Bruno Fernandes protagoniza una jugada polémica en Anfield entre Independiente.,Penal,Liverpool,Bombonera,Anthony Taylor
Minuto 17: Enzo Pérez protagoniza una jugada polémica en Monumental entre Manchester City.,Penal,Manchester City,Anfield,Michael Oliver
Minuto 16: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Manchester City.,Roja,River Plate,Etihad,Michael Oliver
Minuto 58: Erling Haaland protagoniza una jugada polémica en Bombonera entre Liverpool.,Roja,River Plate,Monumental,Facundo Tello
Minuto 70: Julián Álvarez protagoniza una jugada polémica en Monumental entre River Plate.,No penal,River Plate,Old Trafford,Anthony Taylor
Minuto 87: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Independiente.,Gol válido,River Plate,Old Trafford,Fernando Rapallini
Minuto 1: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Amarilla,Manchester United,Libertadores de América,Fernando Rapallini
Minuto 23: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Manchester United.,Penal,Liverpool,Anfield,Michael Oliver
Minuto 83: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre River Plate.,Gol anulado,Liverpool,Libertadores de América,Darío Herrera
Minuto 7: Erling Haaland protagoniza una jugada polémica en Bombonera entre Liverpool.,Gol anulado,Boca Juniors,Libertadores de América,Wilton Sampaio
Minuto 9: Erling Haaland protagoniza una jugada polémica en Anfield entre Boca Juniors.,Roja,Boca Juniors,Libertadores de América,Fernando Rapallini
Minuto 22: Erling Haaland protagoniza una jugada polémica en Anfield entre Boca Juniors.,Gol válido,Independiente,Etihad,Darío Herrera
Minuto 18: Edinson Cavani protagoniza una jugada polémica en Anfield entre River Plate.,Penal,Independiente,Bombonera,Anthony Taylor
Minuto 26: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Manchester United.,Gol anulado,Independiente,Libertadores de América,Fernando Rapallini
Minuto 18: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Independiente.,Offside,Manchester United,Etihad,Michael Oliver
Minuto 80: Alan Velasco protagoniza una jugada polémica en Bombonera entre Independiente.,Roja,Liverpool,Old Trafford,Fernando Rapallini
Minuto 63: Edinson Cavani protagoniza una jugada polémica en Monumental entre Manchester United.,Roja,Manchester City,Old Trafford,Darío Herrera
Minuto 64: Edinson Cavani protagoniza una jugada polémica en Anfield entre River Plate.,Gol válido,Manchester City,Libertadores de América,Anthony Taylor
Minuto 65: Edinson Cavani protagoniza una jugada polémica en Etihad entre Manchester City.,Gol válido,Manchester City,Libertadores de América,Anthony Taylor
Minuto 60: Enzo Pérez protagoniza una jugada polémica en Etihad entre Liverpool.,Gol anulado,Manchester City,Libertadores de América,Facundo Tello
Minuto 24: Erling Haaland protagoniza una jugada polémica en Monumental entre Liverpool.,No penal,River Plate,Old Trafford,Darío Herrera
Minuto 68: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Offside,Manchester United,Bombonera,Darío Herrera
Minuto 80: Edinson Cavani protagoniza una jugada polémica en Monumental entre Manchester City.,Gol válido,Independiente,Etihad,Fernando Rapallini
Minuto 60: Edinson Cavani protagoniza una jugada polémica en Etihad entre Liverpool.,Offside,Manchester United,Monumental,Wilton Sampaio
Minuto 48: Alan Velasco protagoniza una jugada polémica en Anfield entre Manchester United.,Penal,Liverpool,Bombonera,Anthony Taylor
Minuto 39: Erling Haaland protagoniza una jugada polémica en Monumental entre Independiente.,Roja,Manchester United,Bombonera,Wilton Sampaio
Minuto 90: Bruno Fernandes protagoniza una jugada polémica en Monumental entre River Plate.,No penal,Manchester City,Anfield,Darío Herrera
Minuto 52: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Gol válido,Manchester United,Bombonera,Facundo Tello
Minuto 48: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,No penal,Boca Juniors,Bombonera,Facundo Tello
Minuto 69: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Manchester City.,Amarilla,Manchester United,Libertadores de América,Fernando Rapallini
Minuto 2: Edinson Cavani protagoniza una jugada polémica en Monumental entre Boca Juniors.,No penal,Boca Juniors,Bombonera,Michael Oliver
Minuto 68: Erling Haaland protagoniza una jugada polémica en Anfield entre Manchester United.,Roja,Boca Juniors,Etihad,Fernando Rapallini
Minuto 49: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Boca Juniors.,Gol válido,Independiente,Bombonera,Darío Herrera
Minuto 19: Alan Velasco protagoniza una jugada polémica en Monumental entre Liverpool.,Penal,Manchester City,Bombonera,Fernando Rapallini
Minuto 72: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester City.,No penal,Independiente,Etihad,Michael Oliver
Minuto 62: Enzo Pérez protagoniza una jugada polémica en Monumental entre Manchester City.,No penal,Manchester United,Etihad,Facundo Tello
Minuto 15: Enzo Pérez protagoniza una jugada polémica en Etihad entre Manchester United.,Gol válido,River Plate,Monumental,Darío Herrera
Minuto 26: Julián Álvarez protagoniza una jugada polémica en Bombonera entre River Plate.,Amarilla,Manchester United,Etihad,Anthony Taylor
Minuto 41: Erling Haaland protagoniza una jugada polémica en Monumental entre River Plate.,Offside,Liverpool,Anfield,Michael Oliver
Minuto 10: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Independiente.,Amarilla,Manchester United,Anfield,Darío Herrera
